indice_california_housing,Ingreso mediano (decenas de miles de USD),Edad mediana de las viviendas (años),Habitaciones promedio por hogar,Dormitorios promedio por hogar,Población del bloque censal,Ocupantes promedio por hogar,Latitud,Longitud,valor_real,Regresión lineal,Regresión polinomial (grado 2),Regresión log-lineal,Árbol de decisión
11441,3.4679,18.0,3.8483935742971886,1.0602409638554218,2192.0,2.2008032128514055,33.73,-117.98,2.197,2.0605114696627735,2.294487821723515,1.9232728918562647,2.041710526315789
13332,3.9336,15.0,5.553191489361702,1.0687397708674304,2039.0,3.337152209492635,34.04,-117.65,1.51,1.7597450934273238,1.6364390635852117,1.6390002377662913,1.4830576923076921
3721,3.0221,28.0,4.5943012211668925,1.1058344640434192,2240.0,3.039348710990502,34.2,-118.43,2.901,1.8962650233720617,1.8980396349520692,1.7742041937742288,2.0373124999999996
14986,3.5096,34.0,5.1525,0.9775,1169.0,2.9225,32.73,-117.03,1.42,2.0164855994381394,1.9675892393857937,1.8776031295718267,1.4865625000000005
14152,3.0875,31.0,5.680890538033395,1.1057513914656771,1263.0,2.3432282003710574,32.77,-117.09,2.915,1.8442863810169159,1.846631055231611,1.7492831192725213,2.0391428571428567
5654,2.7451,42.0,4.295285359801489,1.0794044665012408,866.0,2.1488833746898264,33.73,-118.3,2.554,2.0711479795716623,2.3883005309255014,1.9118381360703607,2.704666781609195
2578,3.2216,34.0,6.252615844544096,1.0493273542600896,1891.0,2.82660687593423,40.86,-124.06,0.981,1.4427760330352262,1.123456728257296,1.3204578767870654,1.7754074074074069
19332,4.5,18.0,6.142857142857143,1.0729483282674772,912.0,2.7720364741641337,38.46,-122.91,2.519,2.4037254970173065,2.2240776721564064,2.2454962261562024,2.2826481481481484
3376,2.6036,29.0,3.327698309492848,1.023407022106632,1886.0,2.4525357607282183,34.25,-118.28,1.621,1.7266098459317187,1.8573478538364991,1.603205427311568,2.704666781609195
15118,3.4286,31.0,5.658008658008658,1.0606060606060606,752.0,3.2554112554112553,32.84,-116.95,1.294,1.8725118117002095,1.7305948052925122,1.744185141080854,1.4865625000000005
9620,1.5917,28.0,5.45136186770428,1.1361867704280155,967.0,3.762645914396887,37.3,-120.4,0.894,0.7256364130570554,0.5131570657807962,0.8851474457171835,0.8206028708133976
7191,2.788,42.0,3.6946902654867255,0.9601769911504425,1997.0,4.418141592920354,34.04,-118.18,1.505,1.8786128711212933,1.6176235453002121,1.7164080689046664,1.3590212765957446
19932,5.4337,11.0,5.901162790697675,1.0116279069767442,1563.0,3.0290697674418605,36.3,-119.33,1.338,2.0882164715897717,1.9120756628920628,1.8307527725442658,1.3936153846153847
13706,2.0388,26.0,5.586466165413534,1.1334586466165413,1972.0,3.706766917293233,34.11,-117.22,0.804,0.8460960843296681,0.5815847812832835,0.9743613219600848,0.7630526315789475
6220,5.0758,35.0,6.378,1.054,1727.0,3.454,34.05,-117.91,2.111,2.462232577520531,2.355769056488171,2.223054182434795,2.1734680851063817
14641,4.5987,29.0,4.930894308943089,0.926829268292683,654.0,2.658536585365854,32.79,-117.2,2.556,2.4946816806326275,2.6226815517383026,2.3171863844827105,1.8282352941176467
12101,5.5563,13.0,6.726190476190476,1.0161564625850341,3382.0,2.8758503401360542,33.94,-117.34,2.145,2.188953513443784,2.0499137072055698,1.9984613102014608,2.5844
11512,4.2287,32.0,3.974609375,1.015625,934.0,1.82421875,33.74,-118.1,5.00001,2.5392250892446437,2.9042949326683667,2.322191524479497,4.200291730769228
4743,2.8793,42.0,5.062730627306273,1.014760147601476,674.0,2.4870848708487086,34.05,-118.36,2.021,1.876976336675834,1.9061269884019771,1.736431017032075,3.262202
19402,2.6343,14.0,4.696308724832215,1.0369127516778522,2294.0,3.848993288590604,37.73,-120.93,0.815,1.1190117144006724,1.022446950620863,1.1435872607041975,1.2356410256410257
2608,2.9485,29.0,5.37218045112782,1.0075187969924813,672.0,2.526315789473684,40.92,-124.0,0.988,1.299780701195407,1.076533135619086,1.2057235690007517,0.9439714285714282
11449,6.2473,24.0,6.8927392739273925,1.0297029702970297,1704.0,2.8118811881188117,33.68,-117.98,2.819,2.9863747197851094,3.116688081602013,2.8539970783151087,3.263828857142857
7654,3.5518,24.0,4.863275039745628,1.1589825119236883,2064.0,3.2813990461049283,33.83,-118.26,1.846,2.1845794811578525,2.2607195492576686,2.0461962959963884,1.6980914893617025
19060,2.7457,37.0,5.632727272727273,1.0945454545454545,863.0,3.138181818181818,38.16,-122.41,2.547,1.7890926159450655,1.4818769944011105,1.6585066260605954,1.1184398496240606
1350,4.0767,5.0,5.4604743083003955,1.0889328063241106,3207.0,3.16897233201581,38.03,-121.95,1.431,1.9421512802291838,1.8398262173648707,1.826056915814286,1.380823182711198
4591,1.2254,42.0,2.0966921119592876,1.1603053435114503,3795.0,3.21882951653944,34.06,-118.28,1.625,1.5668682865682622,2.254489181803201,1.4808420580480375,1.910161290322581
7168,2.475,43.0,3.8666666666666667,0.9666666666666667,416.0,3.466666666666667,34.06,-118.17,1.426,1.7256066369383558,1.537018788454958,1.5815208656940922,1.6381940298507462
3354,3.5962,15.0,5.923503325942351,1.1108647450110865,2503.0,2.7749445676274944,40.5,-120.67,0.859,0.19466371636198598,1.1740176901095467,0.45634880666064104,1.380823182711198
738,4.7933,37.0,6.0,1.021543985637343,1635.0,2.9353680430879714,37.67,-122.14,1.869,2.6930807917206883,2.67539510653193,2.4964184888712495,2.288930232558139
2351,3.5417,16.0,5.311643835616438,0.928082191780822,1010.0,3.458904109589041,36.79,-119.68,0.713,1.2409240286555652,1.233209586493477,1.1926872130004909,0.8624959349593496
15137,4.105,16.0,6.035962877030163,1.0417633410672853,2515.0,2.917633410672854,32.83,-116.91,1.744,1.9532269937099143,1.810418659708912,1.8601905954551854,1.4865625000000005
8530,3.4698,31.0,5.390243902439025,1.1986062717770034,956.0,3.3310104529616726,33.9,-118.35,2.25,2.193623650961311,2.191312567095414,2.034242744916364,2.0095447154471544
19150,3.7813,14.0,5.826196473551637,1.035264483627204,954.0,2.403022670025189,38.35,-122.7,1.465,2.0082200466688827,1.850462304436536,1.8938044972203132,1.9333030303030307
17041,6.1064,33.0,6.233817701453105,1.0013210039630118,1980.0,2.6155878467635403,37.51,-122.28,4.05,3.32697943454422,3.5495761348532477,3.2665473111880807,3.4486432142857137
10495,4.0167,18.0,5.030651340996169,1.0153256704980842,1302.0,2.4942528735632186,33.51,-117.66,1.896,2.0801084285974474,2.1140223517483054,1.9389844852370786,2.6240869565217393
7806,4.0926,42.0,4.525114155251141,0.9817351598173516,717.0,3.2739726027397262,33.89,-118.09,1.644,2.4089944439590734,2.3924274989607683,2.165470759541909,1.6980914893617025
8915,2.2794,52.0,4.023076923076923,0.9538461538461539,317.0,2.4384615384615387,34.03,-118.46,3.375,1.8382306119047336,1.9909578173779054,1.6857433030917393,2.704666781609195
19890,2.4281,18.0,5.649606299212598,1.0118110236220472,657.0,2.5866141732283463,36.29,-119.15,0.725,0.7684447087915489,0.9622759018918331,0.9104751786332614,0.8590416666666669
10216,2.5,29.0,4.061594202898551,1.0543478260869565,762.0,2.760869565217391,33.87,-117.91,1.438,1.614094934681121,1.5825679744832204,1.52067942490888,1.8302134831460672
4391,1.7016,27.0,2.8199052132701423,1.2274881516587677,1795.0,4.253554502369668,34.07,-118.27,1.6,1.5899636983746173,1.6553469631987043,1.5081844663919082,1.910161290322581
4600,1.7038,13.0,2.6158357771260996,1.0703812316715542,2158.0,3.164222873900293,34.04,-118.27,1.181,1.3726385713367408,1.5122925687644404,1.3914545570988532,2.4546666666666663
5751,6.9135,52.0,6.1656441717791415,0.8773006134969326,908.0,2.785276073619632,34.17,-118.27,3.74,3.4496622406454374,3.6526786478920457,3.2582360087192086,5.0000100000000005
15479,5.6874,16.0,7.757009345794392,1.102803738317757,733.0,3.425233644859813,33.16,-117.14,2.027,2.4618166014415013,2.492660382556961,2.294309588194829,1.7926818181818178
3328,1.9906,29.0,8.970967741935484,1.9903225806451612,890.0,2.870967741935484,38.88,-122.72,0.966,1.4954308435901824,1.2425976278118351,1.4160694632519752,1.7327142857142857
12809,1.6563,31.0,3.814946619217082,0.9928825622775801,781.0,2.7793594306049823,38.61,-121.47,0.658,0.7913581855528142,0.7164073866255647,0.8819071781693659,0.7472181818181819
20268,1.6953,19.0,3.1404199475065617,0.9566929133858267,1938.0,2.543307086614173,34.19,-119.18,1.674,1.6077840082750094,1.5292562204291325,1.6363592900428268,2.3564444444444446
3958,2.754,21.0,2.642540620384047,1.0029542097488922,2300.0,3.397341211225997,34.2,-118.59,1.798,1.93604208958106,2.096634746110838,1.8158369054815808,2.1658684868421063
18873,3.1053,37.0,5.4476744186046515,1.0445736434108528,1574.0,3.050387596899225,38.08,-122.22,0.967,1.8841676773948322,1.6273596955155227,1.727250825326955,1.380823182711198
17928,3.6682,33.0,4.60932944606414,1.0524781341107872,1553.0,2.2638483965014577,37.34,-121.97,2.661,2.412443253652987,2.5398081101384076,2.233316748197396,2.30386
14307,1.8696,52.0,4.62962962962963,1.0462962962962963,480.0,4.444444444444445,32.71,-117.14,0.911,1.626190258525778,1.2061906610691857,1.5387267514543677,0.8502666666666666
2028,1.4577,38.0,3.9811827956989245,0.9489247311827957,1543.0,4.147849462365591,36.71,-119.75,0.498,0.7606505487996122,0.3519008852570431,0.8846890549718465,0.53276375
13069,2.6471,16.0,4.0986666666666665,0.9706666666666667,1125.0,3.0,38.58,-121.3,0.907,0.9750410182600397,1.0446085413661104,0.9991876603968195,1.3244647887323941
6052,2.8347,34.0,5.835365853658536,1.1097560975609757,1564.0,4.7682926829268295,34.04,-117.76,1.158,1.492405469328284,1.0241812152861776,1.420842003687031,1.266730769230769
15975,3.5435,52.0,4.021638330757342,1.1035548686244203,1330.0,2.05564142194745,37.77,-122.45,2.786,2.6825868140803815,3.230716920814693,2.4342724234639985,3.8288341666666668
14331,1.3071,51.0,2.647294589178357,1.1022044088176353,781.0,1.565130260521042,32.72,-117.15,2.5,1.6620203205100241,2.3356998519677346,1.5411013351109606,1.5112658227848106
1606,2.933,26.0,4.707667731629393,1.0335463258785942,825.0,1.317891373801917,37.88,-122.08,0.85,1.8133871560519628,1.8568663970808188,1.6835104416406126,1.6089166666666666
10915,3.4193,45.0,4.537074148296593,1.006012024048096,1970.0,3.9478957915831665,33.73,-117.87,1.77,2.120443197262925,2.004820375178523,1.915724406000336,1.2967894736842103
13336,3.0598,13.0,4.310055865921788,1.0698324022346368,776.0,2.1675977653631286,34.04,-117.67,0.997,1.517769565237012,1.6434296167511682,1.4408021663968604,1.6896285714285717
10389,9.6986,6.0,7.737523105360443,0.9519408502772643,1794.0,3.3160813308687613,33.58,-117.66,3.576,4.096001257631416,3.908934881921465,4.342551638115913,4.462604
14462,4.425,26.0,5.123134328358209,1.2537313432835822,608.0,2.2686567164179103,32.85,-117.27,4.75,2.6265183079880625,2.9207223467606207,2.4344333470053487,3.2580940654205603
14930,6.6272,19.0,7.138888888888889,0.9537037037037037,376.0,3.4814814814814814,32.66,-117.02,2.736,3.0304933046638087,3.1447321529540364,2.923242599048525,2.7542142857142857
6962,3.7328,38.0,4.535014005602241,1.061624649859944,886.0,2.481792717086835,33.99,-118.05,1.824,2.213131247424548,2.311269410310595,1.9819321825967338,2.0675079006772012
10236,3.055,33.0,3.775413711583924,0.9598108747044918,1888.0,4.463356973995272,33.87,-117.92,1.578,1.8593113575320848,1.5569365512257183,1.7093939720153015,1.3590212765957446
4279,1.8576,37.0,2.4775641025641026,1.0064102564102564,835.0,2.676282051282051,34.09,-118.31,1.938,1.6427450555800944,1.8142697606522125,1.527218768866896,1.4966666666666668
4738,4.8958,49.0,3.7540106951871657,0.7647058823529411,458.0,2.449197860962567,34.05,-118.38,3.336,2.824612248253322,3.082014733666922,2.5613867847153577,2.4912702702702694
17973,3.6292,27.0,4.636058230683091,1.0851063829787233,2135.0,2.390817469204927,37.31,-121.95,2.646,2.3611463916505135,2.4668774148427954,2.2068456704528536,2.30386
19559,2.1779,36.0,4.490625,1.034375,1073.0,3.353125,37.6,-120.98,0.584,1.2320335109798337,0.9415312658895172,1.1840741815389197,0.8206028708133976
538,2.5762,29.0,4.048703849175177,1.0950510604870385,3741.0,2.93872741555381,37.78,-122.28,1.734,1.9289923732176462,1.9730317151209908,1.8209140255513594,1.3244647887323941
4186,4.2891,48.0,4.448979591836735,0.9727891156462585,835.0,2.8401360544217686,34.13,-118.23,2.148,2.519147011678317,2.6132850687390103,2.23916182609804,2.4912702702702694
2826,10.0263,52.0,9.625,1.75,37.0,2.3125,35.42,-119.11,2.0,4.94613737925482,4.148239511683417,5.392991808496726,1.7246
17840,7.8532,8.0,6.961538461538462,1.043956043956044,1527.0,4.195054945054945,37.44,-121.89,4.228,3.6668518292626002,3.402889583265961,3.728184532368725,3.4047297297297305
12570,3.2404,39.0,5.080071174377224,1.0213523131672597,1217.0,2.1654804270462633,38.54,-121.44,0.936,1.4638287716867882,1.2748817849038792,1.2887068981874656,1.661807692307692
4767,3.0694,37.0,4.232876712328767,1.0582191780821917,966.0,3.308219178082192,34.03,-118.37,1.222,2.059267926726777,2.0434560224854996,1.884850206025534,2.1658684868421063
7763,3.6389,36.0,5.584615384615384,1.1153846153846154,490.0,3.769230769230769,33.91,-118.1,1.676,2.1157462661850923,1.9320489156824596,1.928264510222244,1.7495862068965513
4043,4.1429,37.0,5.67741935483871,0.9935483870967742,369.0,2.3806451612903228,34.17,-118.5,3.036,2.3142217193554515,2.450569716864609,2.1202297743272362,3.2580940654205603
11311,4.875,33.0,6.2809917355371905,0.987603305785124,658.0,2.71900826446281,33.78,-117.96,2.693,2.4524461451492083,2.5195125186472547,2.2512158955252266,2.684588697916666
6068,5.1762,16.0,6.371389270976616,1.046767537826685,3038.0,4.178817056396149,34.01,-117.86,2.644,2.307559364746865,2.1369647259751448,2.140140604405421,2.946
19252,3.1662,7.0,4.866192170818505,1.008540925266904,3468.0,2.4683274021352313,38.48,-122.79,1.91,1.740760779396841,1.4610526269257795,1.7035436121972278,1.4244615384615384
8337,3.775,40.0,5.7407407407407405,1.0296296296296297,798.0,2.9555555555555557,33.94,-118.31,1.538,2.210024544173123,2.234684684918193,2.032488415094373,2.0095447154471544
16025,4.7813,39.0,4.70935960591133,1.0295566502463054,970.0,2.3891625615763545,37.73,-122.44,2.755,2.980787035573589,3.187999400836459,2.7915855055299037,3.425966666666667
4309,1.676,44.0,3.672176308539945,1.143250688705234,2297.0,3.1639118457300275,34.09,-118.32,2.088,1.5888280489837006,1.6920490792174645,1.5003544266836402,1.4554117647058822
15060,3.0192,19.0,4.9178885630498534,1.0249266862170088,1948.0,2.8563049853372435,32.79,-116.93,1.423,1.6467605899771054,1.503207232671222,1.6019058869677236,1.3503230769230767
2420,2.5234,37.0,4.101167315175097,0.9299610894941635,879.0,3.4202334630350193,36.58,-119.44,0.635,1.1234679680131945,0.8232813676791881,1.0737064758703738,1.3244647887323941
13656,1.6675,6.0,5.5115089514066495,1.391304347826087,1039.0,2.657289002557545,34.05,-117.3,0.958,0.7616710856200655,0.9812042946277048,0.9486628170545939,0.7630526315789475
5665,2.7139,30.0,4.099870298313878,1.0544747081712063,1865.0,2.4189364461738,33.73,-118.29,2.317,1.9377168927853856,2.0882372704330403,1.8348687249476536,2.704666781609195
3778,3.3545,24.0,4.25402144772118,1.0375335120643432,2945.0,1.9738605898123325,34.17,-118.4,2.215,1.9968913303591285,2.1666509784133803,1.8696776996075335,2.3456521739130434
2301,3.625,25.0,5.405172413793103,1.0377155172413792,2133.0,2.2984913793103448,36.82,-119.78,0.895,1.4727312426811183,1.390313074010584,1.3409760106802198,2.30386
5990,5.8891,37.0,6.522641509433963,1.0264150943396226,1344.0,2.5358490566037735,34.1,-117.73,2.26,2.712105705065041,2.6483525509378154,2.423324201975038,2.6704
6590,15.0001,48.0,8.845161290322581,1.0580645161290323,528.0,3.4064516129032256,34.19,-118.18,5.00001,6.801288273985441,5.084891714507279,10.161847711247452,4.999921329113908
16104,4.3859,45.0,4.939024390243903,1.048780487804878,941.0,2.8689024390243905,37.75,-122.5,2.702,2.8644523205024877,3.035715681966523,2.6607841027209145,3.0136000000000003
9622,2.3382,38.0,5.142857142857143,1.1607142857142858,478.0,4.267857142857143,37.29,-120.32,0.596,1.1837814693582862,0.731004885424789,1.1191297182641837,0.8206028708133976
19122,3.402,23.0,5.179948586118252,1.044987146529563,1852.0,2.380462724935733,38.25,-122.65,1.933,2.03141847448117,1.8689659593927799,1.9010616886858673,2.3456363636363635
13932,3.3672,18.0,10.386666666666667,1.8373333333333333,1086.0,2.896,34.26,-117.28,1.336,1.2912917551629393,1.3929204799098422,1.2637110310530049,1.1491942446043166
290,4.375,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,1.619,2.5815820695370846,2.6071100082222003,2.335692232373529,1.9148749999999999
17202,3.1364,38.0,4.377215189873418,0.9974683544303797,801.0,2.027848101265823,34.44,-119.73,3.575,2.4562543339604757,2.9340139090345905,2.357559597397057,2.835598712121211
9970,4.3125,37.0,6.945330296127563,1.1571753986332574,1287.0,2.931662870159453,38.5,-122.48,2.765,2.266748005048406,2.0895803122059418,2.0335104630095557,2.6644285714285716
20372,5.1033,15.0,6.367713004484305,1.1150971599402093,1701.0,2.5426008968609866,34.17,-118.88,4.107,2.702790921745677,2.866080777739989,2.6182806826082428,3.205471176470588
18346,1.9045,20.0,3.2624686542212316,1.0080802451936473,7604.0,2.118696015603232,37.43,-122.15,3.75,1.6545461096332894,1.5618389400743982,1.6833515832916475,1.4818749999999998
14970,2.6973,31.0,5.129985228951256,1.0664697193500738,2098.0,3.098966026587888,32.74,-117.01,1.352,1.6799270980634846,1.4814316979529834,1.6210424795863174,1.3503230769230767
4447,2.4135,52.0,4.031890660592255,0.9908883826879271,1848.0,4.209567198177677,34.07,-118.21,1.672,1.7917488631281466,1.5581125389755455,1.632843853527561,1.3590212765957446
4744,2.5658,45.0,4.806315789473684,1.071578947368421,1093.0,2.3010526315789472,34.05,-118.36,2.52,1.8414144115505842,1.954512321580907,1.7010885718588717,3.262202
3529,8.176,18.0,6.68,1.049090909090909,1590.0,2.890909090909091,34.26,-118.53,3.084,3.8298202495815787,3.7951710843143998,3.9032929341551235,3.9668722580645164
7316,2.0087,36.0,3.4941471571906355,1.0585284280936456,4582.0,3.831103678929766,33.98,-118.19,1.721,1.598718185619413,1.6253889449849162,1.5438663452096004,1.4366436781609198
16885,6.358,26.0,6.835416666666666,1.10625,1145.0,2.3854166666666665,37.58,-122.4,5.00001,3.404945536386563,3.5758095042010423,3.383136000587508,4.417692000000001
15890,2.2167,40.0,6.101123595505618,1.1348314606741574,259.0,2.9101123595505616,37.73,-122.38,1.938,1.7242316051697948,1.3922213344068204,1.6470858724213309,1.7327142857142857
10033,2.1419,30.0,5.006864988558353,1.0411899313501145,1033.0,2.3638443935926774,39.22,-121.08,1.052,0.46608498834873746,0.7011914355957809,0.6564584895225127,0.7766740740740745
13597,2.2917,44.0,3.514018691588785,0.8130841121495327,273.0,2.5514018691588785,34.09,-117.28,0.908,1.1812249138037378,1.0075832496092163,1.128541695678361,1.1868571428571428
4667,1.5972,34.0,2.510250569476082,1.020501138952164,1325.0,3.0182232346241458,34.05,-118.29,1.688,1.5096587656431746,1.5969145062174799,1.444650082976299,1.4618837209302329
16330,3.1827,31.0,5.771653543307087,1.0393700787401574,608.0,2.393700787401575,38.02,-121.33,1.621,1.4599839081560808,1.3428910183855858,1.3416848957394585,1.2685925925925925
6541,4.2917,33.0,5.245136186770428,1.0116731517509727,1098.0,4.272373540856031,34.04,-118.05,1.612,2.260846402164556,1.9773837127099987,2.043215332546258,1.782850000000001
7228,2.2596,40.0,3.6346604215456675,0.9812646370023419,1919.0,4.494145199063232,34.01,-118.16,1.375,1.6498122080697264,1.3096604622354904,1.546874316054379,1.3590212765957446
