modelo,capa,tipo,origen,destino,valor
anterior,1,peso,od280/od315_of_diluted_wines,h14,-0.7078305341290465
anterior,1,peso,od280/od315_of_diluted_wines,h15,-0.03999761100472439
anterior,1,peso,od280/od315_of_diluted_wines,h16,-0.38561171614833645
anterior,1,peso,proline,h1,0.5227152046479888
anterior,1,peso,proline,h2,-0.746607098520242
anterior,1,peso,proline,h3,0.8152837238453249
anterior,1,peso,proline,h4,0.8493356115473332
anterior,1,peso,proline,h5,0.5386532408519122
anterior,1,peso,proline,h6,-0.4816923987459956
anterior,1,peso,proline,h7,0.785162013514233
anterior,1,peso,proline,h8,0.9680241806506251
anterior,1,peso,proline,h9,0.35684134665633693
anterior,1,peso,proline,h10,-1.0216046564522834
anterior,1,peso,proline,h11,-0.7998392322086402
anterior,1,peso,proline,h12,0.880299733351387
anterior,1,peso,proline,h13,-0.3614811407594701
anterior,1,peso,proline,h14,-0.9941204922576287
anterior,1,peso,proline,h15,-1.195683805884211
anterior,1,peso,proline,h16,-0.5597820873733342
anterior,1,sesgo,1,h1,-0.8084990214750343
anterior,1,sesgo,1,h2,-0.33550626787715726
anterior,1,sesgo,1,h3,0.33732493425297966
anterior,1,sesgo,1,h4,-0.1759677443972544
anterior,1,sesgo,1,h5,-0.8871573933302644
anterior,1,sesgo,1,h6,0.012260504725693993
anterior,1,sesgo,1,h7,0.12889716296524464
anterior,1,sesgo,1,h8,0.27723368358728434
anterior,1,sesgo,1,h9,0.6643792507190658
anterior,1,sesgo,1,h10,-0.17274862915955702
anterior,1,sesgo,1,h11,0.24052542149944062
anterior,1,sesgo,1,h12,0.14899953562843835
anterior,1,sesgo,1,h13,0.8230932185611031
anterior,1,sesgo,1,h14,0.5046033752839354
anterior,1,sesgo,1,h15,-0.36407529621997003
anterior,1,sesgo,1,h16,0.20314195949876762
anterior,2,peso,h1,clase_0,-0.23517959859541
anterior,2,peso,h1,clase_1,-0.7861369994424828
anterior,2,peso,h1,clase_2,0.9448629988075794
anterior,2,peso,h2,clase_0,-0.4076192758529307
anterior,2,peso,h2,clase_1,0.9266557081405572
anterior,2,peso,h2,clase_2,-0.5236010996678069
anterior,2,peso,h3,clase_0,0.873783913114454
anterior,2,peso,h3,clase_1,-0.8283840855824403
anterior,2,peso,h3,clase_2,0.29934885324177807
anterior,2,peso,h4,clase_0,0.2361007497967536
anterior,2,peso,h4,clase_1,-0.9644410054404061
anterior,2,peso,h4,clase_2,0.6986210192132165
anterior,2,peso,h5,clase_0,-0.5354645832413688
anterior,2,peso,h5,clase_1,-0.7128455514739404
anterior,2,peso,h5,clase_2,0.6753544471535521
anterior,2,peso,h6,clase_0,-0.9747395369812215
anterior,2,peso,h6,clase_1,0.8825965154581291
anterior,2,peso,h6,clase_2,0.25493366165294756
anterior,2,peso,h7,clase_0,0.8939664707349174
anterior,2,peso,h7,clase_1,-0.35110927018071497
anterior,2,peso,h7,clase_2,-0.9935009861054616
anterior,2,peso,h8,clase_0,0.9570138526267751
anterior,2,peso,h8,clase_1,-0.9495098010248353
anterior,2,peso,h8,clase_2,0.8085566608761385
anterior,2,peso,h9,clase_0,0.9157709455577395
anterior,2,peso,h9,clase_1,0.2694155863126016
anterior,2,peso,h9,clase_2,-0.94460717546342
anterior,2,peso,h10,clase_0,-0.46491609829279146
anterior,2,peso,h10,clase_1,0.9227436207819971
anterior,2,peso,h10,clase_2,-0.7494414424890115
anterior,2,peso,h11,clase_0,-0.957848087940497
anterior,2,peso,h11,clase_1,0.2874040345600079
anterior,2,peso,h11,clase_2,0.6572910880860975
anterior,2,peso,h12,clase_0,0.7248685649243576
anterior,2,peso,h12,clase_1,-0.2572116167364735
anterior,2,peso,h12,clase_2,-0.9718208951253688
anterior,2,peso,h13,clase_0,0.42060551029200044
anterior,2,peso,h13,clase_1,0.644865030445061
anterior,2,peso,h13,clase_2,-1.0387774554174263
anterior,2,peso,h14,clase_0,-0.8026611393418025
anterior,2,peso,h14,clase_1,0.6973574874899935
anterior,2,peso,h14,clase_2,0.45676224631697515
anterior,2,peso,h15,clase_0,-0.5379474717928279
anterior,2,peso,h15,clase_1,0.9515774198430426
anterior,2,peso,h15,clase_2,-0.7962608079791677
anterior,2,peso,h16,clase_0,-0.8895919162356485
anterior,2,peso,h16,clase_1,0.4362605724147435
anterior,2,peso,h16,clase_2,0.5806983811603929
anterior,2,sesgo,1,clase_0,0.40257901848670935
anterior,2,sesgo,1,clase_1,0.1732231508606115
anterior,2,sesgo,1,clase_2,-0.0476909755874643
mlp,1,peso,alcohol,h1,0.05653708533629799
mlp,1,peso,alcohol,h2,1.1226942350016946
mlp,1,peso,alcohol,h3,-0.9259982339103424
mlp,1,peso,alcohol,h4,-0.6649473049083764
mlp,1,peso,alcohol,h5,-0.9064413598826935
mlp,1,peso,alcohol,h6,0.6645800010909302
mlp,1,peso,alcohol,h7,-1.124630846799837
mlp,1,peso,alcohol,h8,1.0595302927388095
mlp,1,peso,alcohol,h9,-0.2661548853481286
mlp,1,peso,alcohol,h10,1.0378466358625151
mlp,1,peso,alcohol,h11,-1.159485833540591
mlp,1,peso,alcohol,h12,1.091065813870856
mlp,1,peso,alcohol,h13,-0.3663241650535473
mlp,1,peso,alcohol,h14,0.39352700701457105
mlp,1,peso,alcohol,h15,-0.9605454486163201
mlp,1,peso,alcohol,h16,0.9861050131434321
mlp,1,peso,malic_acid,h1,-0.3863456490511299
mlp,1,peso,malic_acid,h2,0.3871835935914752
mlp,1,peso,malic_acid,h3,-0.4957364745940658
mlp,1,peso,malic_acid,h4,-0.3008232410122647
mlp,1,peso,malic_acid,h5,-0.25996223510968336
mlp,1,peso,malic_acid,h6,0.1921122467529477
mlp,1,peso,malic_acid,h7,-0.40583142245068926
mlp,1,peso,malic_acid,h8,0.27509885613749663
mlp,1,peso,malic_acid,h9,0.2538716887203829
mlp,1,peso,malic_acid,h10,0.4407447954544967
mlp,1,peso,malic_acid,h11,-0.383151453642184
mlp,1,peso,malic_acid,h12,0.26875930668732056
mlp,1,peso,malic_acid,h13,-0.27725449208540354
mlp,1,peso,malic_acid,h14,0.1534775854398174
mlp,1,peso,malic_acid,h15,-0.2318317930835608
mlp,1,peso,malic_acid,h16,0.3891274742812255
mlp,1,peso,ash,h1,-0.0891477800069497
mlp,1,peso,ash,h2,0.9931899550645323
mlp,1,peso,ash,h3,-0.7962393623130356
mlp,1,peso,ash,h4,-0.414175244159116
mlp,1,peso,ash,h5,-0.6207292730004894
mlp,1,peso,ash,h6,0.3543871252852657
mlp,1,peso,ash,h7,-0.8617902594923519
mlp,1,peso,ash,h8,0.7822098499277765
mlp,1,peso,ash,h9,-0.018370468171551035
mlp,1,peso,ash,h10,0.8818225743706863
mlp,1,peso,ash,h11,-1.0051715667143906
mlp,1,peso,ash,h12,0.6191176503578784
mlp,1,peso,ash,h13,-0.5484578104305431
mlp,1,peso,ash,h14,0.6061479700921804
mlp,1,peso,ash,h15,-0.5893738715632266
mlp,1,peso,ash,h16,1.0424487326565086
mlp,1,peso,alcalinity_of_ash,h1,-0.516148169923705
mlp,1,peso,alcalinity_of_ash,h2,-0.8750641273289959
mlp,1,peso,alcalinity_of_ash,h3,0.8546174050229767
mlp,1,peso,alcalinity_of_ash,h4,0.8956364138876368
mlp,1,peso,alcalinity_of_ash,h5,1.1553847202212983
mlp,1,peso,alcalinity_of_ash,h6,-0.7250511644489732
mlp,1,peso,alcalinity_of_ash,h7,0.547583342486864
mlp,1,peso,alcalinity_of_ash,h8,-0.28183812695765725
mlp,1,peso,alcalinity_of_ash,h9,0.37773449729379704
mlp,1,peso,alcalinity_of_ash,h10,-0.8274730113853929
mlp,1,peso,alcalinity_of_ash,h11,0.6864973329158558
mlp,1,peso,alcalinity_of_ash,h12,-1.2338467076935218
mlp,1,peso,alcalinity_of_ash,h13,-0.13329582417325833
mlp,1,peso,alcalinity_of_ash,h14,0.01126213677069959
mlp,1,peso,alcalinity_of_ash,h15,1.1665601326211912
mlp,1,peso,alcalinity_of_ash,h16,-0.7688346806914614
mlp,1,peso,magnesium,h1,0.2398002578359956
mlp,1,peso,magnesium,h2,0.27586740442863616
mlp,1,peso,magnesium,h3,-0.35007968324530797
mlp,1,peso,magnesium,h4,0.050694093935612486
mlp,1,peso,magnesium,h5,-0.18182849381344504
mlp,1,peso,magnesium,h6,0.4832148330363918
mlp,1,peso,magnesium,h7,-0.3228462232294336
mlp,1,peso,magnesium,h8,0.2891798269841691
mlp,1,peso,magnesium,h9,-0.5994594286905458
mlp,1,peso,magnesium,h10,0.41478574981002175
mlp,1,peso,magnesium,h11,-0.23313071453939047
mlp,1,peso,magnesium,h12,0.053149010278449385
mlp,1,peso,magnesium,h13,-0.0802262239032001
mlp,1,peso,magnesium,h14,0.05530057124195664
mlp,1,peso,magnesium,h15,-0.06945770163912286
mlp,1,peso,magnesium,h16,0.33237687434266777
mlp,1,peso,total_phenols,h1,0.5029334878073108
mlp,1,peso,total_phenols,h2,0.3225528350259942
mlp,1,peso,total_phenols,h3,-0.2047882414292822
mlp,1,peso,total_phenols,h4,-0.5295227632553872
mlp,1,peso,total_phenols,h5,-0.30705443142499794
mlp,1,peso,total_phenols,h6,0.4445381202241841
mlp,1,peso,total_phenols,h7,-0.27162700697184194
mlp,1,peso,total_phenols,h8,0.10681523451700771
mlp,1,peso,total_phenols,h9,-0.2575552561232651
mlp,1,peso,total_phenols,h10,0.35986531522206067
mlp,1,peso,total_phenols,h11,-0.37240986127173586
mlp,1,peso,total_phenols,h12,0.33306564459302623
mlp,1,peso,total_phenols,h13,0.1370951834936855
mlp,1,peso,total_phenols,h14,0.06168865991663316
mlp,1,peso,total_phenols,h15,-0.14155616562113466
mlp,1,peso,total_phenols,h16,0.3544729935628276
mlp,1,peso,flavanoids,h1,0.6664479373251249
mlp,1,peso,flavanoids,h2,-0.2898960615792744
mlp,1,peso,flavanoids,h3,-0.12026946038000035
mlp,1,peso,flavanoids,h4,-0.8588528747635229
mlp,1,peso,flavanoids,h5,-0.9607334777482252
mlp,1,peso,flavanoids,h6,0.9837225550796767
mlp,1,peso,flavanoids,h7,0.47526278454562193
mlp,1,peso,flavanoids,h8,-0.5743468148329275
mlp,1,peso,flavanoids,h9,-0.41696433020614904
mlp,1,peso,flavanoids,h10,-0.4188821860988557
mlp,1,peso,flavanoids,h11,0.19035532085356033
mlp,1,peso,flavanoids,h12,1.051229899328427
mlp,1,peso,flavanoids,h13,0.7778520014230077
mlp,1,peso,flavanoids,h14,-0.9540885698007138
mlp,1,peso,flavanoids,h15,-0.8829766449452304
mlp,1,peso,flavanoids,h16,-0.4534432217896285
mlp,1,peso,nonflavanoid_phenols,h1,-0.0296066210293997
mlp,1,peso,nonflavanoid_phenols,h2,-0.053452727189211874
mlp,1,peso,nonflavanoid_phenols,h3,0.017004694968566488
mlp,1,peso,nonflavanoid_phenols,h4,0.06653234314719535
mlp,1,peso,nonflavanoid_phenols,h5,0.009491342683717813
mlp,1,peso,nonflavanoid_phenols,h6,-0.11283740102909318
mlp,1,peso,nonflavanoid_phenols,h7,0.22684160404598636
mlp,1,peso,nonflavanoid_phenols,h8,-0.1051205447230256
mlp,1,peso,nonflavanoid_phenols,h9,0.54289696632859
mlp,1,peso,nonflavanoid_phenols,h10,-0.07845304508515319
mlp,1,peso,nonflavanoid_phenols,h11,0.13041797934938504
mlp,1,peso,nonflavanoid_phenols,h12,0.0665346901862951
mlp,1,peso,nonflavanoid_phenols,h13,0.11104273639395532
mlp,1,peso,nonflavanoid_phenols,h14,-0.2156274437572181
mlp,1,peso,nonflavanoid_phenols,h15,-0.038182334067078195
mlp,1,peso,nonflavanoid_phenols,h16,-0.12387983817277051
mlp,1,peso,proanthocyanins,h1,-0.11362441070033281
mlp,1,peso,proanthocyanins,h2,-0.5298883214432636
mlp,1,peso,proanthocyanins,h3,0.6459193549674791
mlp,1,peso,proanthocyanins,h4,0.16878438397701548
mlp,1,peso,proanthocyanins,h5,0.3405294997127132
mlp,1,peso,proanthocyanins,h6,-0.3549609774477016
mlp,1,peso,proanthocyanins,h7,0.6335920272079454
mlp,1,peso,proanthocyanins,h8,-0.654420743987438
mlp,1,peso,proanthocyanins,h9,-0.30249047288328296
mlp,1,peso,proanthocyanins,h10,-0.47167553018377095
mlp,1,peso,proanthocyanins,h11,0.5924936902387349
mlp,1,peso,proanthocyanins,h12,-0.23431895070598716
mlp,1,peso,proanthocyanins,h13,0.5326205031022713
mlp,1,peso,proanthocyanins,h14,-0.479245137695739
mlp,1,peso,proanthocyanins,h15,0.3069671622767143
mlp,1,peso,proanthocyanins,h16,-0.6325447137240645
mlp,1,peso,color_intensity,h1,-1.0269206914136717
mlp,1,peso,color_intensity,h2,0.6859572574986144
mlp,1,peso,color_intensity,h3,-0.8798937612843356
mlp,1,peso,color_intensity,h4,0.04726904720971951
mlp,1,peso,color_intensity,h5,-0.43829377049821344
mlp,1,peso,color_intensity,h6,0.16019093966198358
mlp,1,peso,color_intensity,h7,-0.9028408100204641
mlp,1,peso,color_intensity,h8,0.8248125941331836
mlp,1,peso,color_intensity,h9,0.6181312873294641
mlp,1,peso,color_intensity,h10,0.9937109761334383
mlp,1,peso,color_intensity,h11,-0.8653065429301071
mlp,1,peso,color_intensity,h12,-0.08988564656377851
mlp,1,peso,color_intensity,h13,-0.8858849951855987
mlp,1,peso,color_intensity,h14,0.9907613143253904
mlp,1,peso,color_intensity,h15,-0.16179562785992252
mlp,1,peso,color_intensity,h16,1.2767921667388757
mlp,1,peso,hue,h1,0.552512519681728
mlp,1,peso,hue,h2,-0.8119117667988567
mlp,1,peso,hue,h3,0.848631497468187
mlp,1,peso,hue,h4,-0.21165300714053184
mlp,1,peso,hue,h5,0.025091547463150204
mlp,1,peso,hue,h6,0.15637090055728664
mlp,1,peso,hue,h7,0.93123348193373
mlp,1,peso,hue,h8,-1.0110194953571001
mlp,1,peso,hue,h9,-0.8245176988784845
mlp,1,peso,hue,h10,-0.8703804567892055
mlp,1,peso,hue,h11,1.0396602152192624
mlp,1,peso,hue,h12,-0.13732846404180987
mlp,1,peso,hue,h13,0.9351405403727053
mlp,1,peso,hue,h14,-0.92466085974179
mlp,1,peso,hue,h15,0.020033202203258865
mlp,1,peso,hue,h16,-1.175491284386699
mlp,1,peso,od280/od315_of_diluted_wines,h1,0.648290949684007
mlp,1,peso,od280/od315_of_diluted_wines,h2,-0.14499663142874372
mlp,1,peso,od280/od315_of_diluted_wines,h3,0.04547409570019129
mlp,1,peso,od280/od315_of_diluted_wines,h4,-0.785888533073101
mlp,1,peso,od280/od315_of_diluted_wines,h5,-0.6527701354465753
mlp,1,peso,od280/od315_of_diluted_wines,h6,0.6282400038873731
mlp,1,peso,od280/od315_of_diluted_wines,h7,0.37352757827601557
mlp,1,peso,od280/od315_of_diluted_wines,h8,-0.09832633328207994
mlp,1,peso,od280/od315_of_diluted_wines,h9,-0.7733324430349254
mlp,1,peso,od280/od315_of_diluted_wines,h10,-0.0388291462689763
mlp,1,peso,od280/od315_of_diluted_wines,h11,0.21914365481452094
mlp,1,peso,od280/od315_of_diluted_wines,h12,0.7674987345172908
mlp,1,peso,od280/od315_of_diluted_wines,h13,0.4270765798255749
mlp,1,peso,od280/od315_of_diluted_wines,h14,-0.4116905409342282
mlp,1,peso,od280/od315_of_diluted_wines,h15,-0.8707586867151828
mlp,1,peso,od280/od315_of_diluted_wines,h16,0.09454830882884592
mlp,1,peso,proline,h1,0.5836009602281266
mlp,1,peso,proline,h2,1.1196524212102876
mlp,1,peso,proline,h3,-1.2461449091168102
mlp,1,peso,proline,h4,-0.7647806159808564
mlp,1,peso,proline,h5,-0.7483287063872541
mlp,1,peso,proline,h6,1.1280915815266463
mlp,1,peso,proline,h7,-0.943032873847343
mlp,1,peso,proline,h8,1.1786764746232876
mlp,1,peso,proline,h9,-0.4936161047636143
mlp,1,peso,proline,h10,0.8946527001877437
mlp,1,peso,proline,h11,-1.2479667621235178
mlp,1,peso,proline,h12,1.1935024747103704
mlp,1,peso,proline,h13,-0.38581431675100614
mlp,1,peso,proline,h14,0.3378582952499046
mlp,1,peso,proline,h15,-1.0795861557266475
mlp,1,peso,proline,h16,1.3514116244095011
mlp,1,sesgo,1,h1,0.7227440702451767
mlp,1,sesgo,1,h2,0.27480191120009495
mlp,1,sesgo,1,h3,-0.2858511026412451
mlp,1,sesgo,1,h4,0.38069176094053153
mlp,1,sesgo,1,h5,0.6152547468283673
mlp,1,sesgo,1,h6,-0.547898373600369
mlp,1,sesgo,1,h7,0.2632858561499705
mlp,1,sesgo,1,h8,-0.3422016715042687
mlp,1,sesgo,1,h9,-0.5846838543437319
mlp,1,sesgo,1,h10,0.21687712186750496
mlp,1,sesgo,1,h11,-0.2826972388325927
mlp,1,sesgo,1,h12,-0.75713538636008
mlp,1,sesgo,1,h13,1.3938757875271899
mlp,1,sesgo,1,h14,-1.1320686591690081
mlp,1,sesgo,1,h15,0.6561350522409176
mlp,1,sesgo,1,h16,0.25476460862078365
mlp,2,peso,h1,h1,-1.038983260164623
